score	n	mean	median	sd	var	sd_iqr	frac_abs_gt2	frac_abs_gt2_normal	n_outside_bins
published	58286	-0.468170766559665	-0.2149335408814656	2.0027730131249357	4.011099742101535	1.7047752481259217	0.25030024362625675	0.04550026389635839	0
scored	58286	-0.2938363870786276	0.006985031486675074	1.9090587115662432	3.644505164206964	1.5841016617994328	0.21794255910510243	0.04550026389635839	16
