score	n	mean	median	sd	var	sd_iqr	frac_abs_gt2	frac_abs_gt2_normal	n_outside_bins
published	144576	-0.18553880163453715	0.04902903148097845	1.9562838690929178	3.827046576473157	1.6261471306765787	0.2330123948649845	0.045500263896358396	0
scored	144576	-0.03295072316728132	0.2207789690998942	1.8603553064843394	3.4609218663644405	1.5016801745614021	0.2072128154050465	0.045500263896358396	45
